platform,komentar,timestamp,sentimen
Instagram,secara logika sebelum rencana jahat itu sudah trkrg baru pada kerasa gitu? diaali dengan pertama kalj nya calon akil presiden yang tidak masuriteria dan di sekarang apa? nimkamti,3/22/2025 20:54,Netral
Instagram,makan siang di penkan di masa depan di hancurkan👏🏼,4/25/2025 15:46,Netral
Instagram,miridm ... kalian malah nyalahin presidenya sdngkan yng bermasalah .. aplagi dpr seharusnya yng di kritik dprnng bikin .. dean perakilan rakyat seharusnya tugs mereka mendngrkan apa kata rakyat bkn kata mereka ..,4/23/2025 4:15,Netral
Instagram,ih koq,4/18/2025 15:29,Netral
Instagram,makanya jgn fomo kalau liat dulu latar .,3/1/2025 13:35,Netral
Instagram,alah yang nyoblos beliau jangagerasa lu juga suort plaku,4/20/2025 21:56,Netral
Instagram,rematch mulu,4/3/2025 3:04,Netral
Instagram,karena pdip keo jadi gela deh😂😂😂😂,3/13/2025 21:17,Netral
Instagram,agr? @,3/12/2025 1:47,Netral
Instagram,giliran udh gini pada bilang jgn mengkotak2 an pndukung pilpres yg udh lalu lah stnya bersuara bukan dgn 48% tapi 1% elah kesadaraya telaapi denial bukan krna pilpres kocaq ~,4/12/2025 4:56,Netral
Instagram,bagus bat buat,3/29/2025 22:51,Positif
Instagram,yang baah yang atas bagi2,3/3/2025 1:48,Netral
Instagram,kapan udah gerah gue 🔥🔥🔥🤣 @,2/21/2025 7:43,Netral
Instagram,slide min pen muntah liat muka beler,4/15/2025 15:30,Netral
Instagram,menuju indonesia (c)emas 😍😍😍,4/2/2025 9:19,Positif
Instagram,oke gas oke gas 😂 alhamduliah saya tidak di barisadasmu mint k 🤣,3/13/2025 5:31,Positif
Instagram,@ cik… .. .. 😷,3/10/2025 12:22,Netral
Instagram,justru semuany kebongkar jaman praboo,2/23/2025 15:55,Netral
Instagram,makan tuh anak muda,3/5/2025 23:20,Netral
Instagram,ku kira macan asia gataunya cuma lansia 😂,3/31/2025 5:36,Netral
Instagram,foto yg harus pake trier arning sih 😷,3/30/2025 20:37,Netral
Instagram,"betul negerni sangaidak . bukan untuk membela tapi terpikirkan baha ps itu dalam po maju kena mundur . melanjutkan """" kontrak politiknya dengan mensokong "" yang mendukung nya untuk terpilih (timikatasdukungan). yang nanti padkhirnya dinasty mulyono berlanjut karena penyerahan ke akil negerni (jikamemangkeosterjadi).",2/26/2025 4:04,Positif
Instagram,aduh😂,4/19/2025 4:38,Netral
Instagram,jangan pernah percaya dndonesia dan partai politik hanya untuk mencari kekuasn bukan berpihaepada rakyat,3/28/2025 23:22,Netral
Instagram,bisa ini di jadn inspirasi lirik lagu 😁😁,4/12/2025 10:29,Netral
Instagram,😂😂😂😂mampus kaum 58%,3/29/2025 17:47,Netral
Instagram,""" yg kmrin milih bapak gemoy☺️",3/1/2025 6:59,Netral
Instagram,iya juga y 😂,3/21/2025 5:36,Netral
Instagram,yah namanya jg,3/21/2025 23:08,Netral
Instagram,iya lagi,4/25/2025 2:20,Netral
Instagram,second aount ga tuh 😭,2/23/2025 15:30,Negatif
Instagram,bener .... 😭,4/18/2025 20:31,Negatif
Instagram,second aount 😭,2/23/2025 19:56,Negatif
Instagram,minimal nye ndasmu!!!!,2/20/2025 9:53,Netral
Instagram,hidup di negeri ...🤣🤣🤣🤣🤣,3/17/2025 12:11,Netral
Instagram,dulu mega punya sekarag boneka itu punya boneka juga 🤣🤣 lutjunya di,2/20/2025 19:36,Netral
Instagram,ngomong retreaetep stafsus nambah . efisiensi,3/12/2025 13:19,Netral
Instagram,"pak praboo dengan lantang nya "" hidup .."" ber di acara partai yang begitu ... tau kan aprtinya itu ??",4/12/2025 18:07,Netral
Instagram,jadi mending makan geratis atau penkan geratis?,3/28/2025 1:38,Netral
Instagram,iya lagi 🥲,4/29/2025 23:18,Netral
Instagram,🕺: ndasm!! hidup jokoi!!,3/16/2025 12:42,Positif
Instagram,jogetin aja lah 🤣,3/12/2025 23:00,Netral
Instagram,pake akun kroco yang habis lose streak,3/21/2025 12:00,Netral
Instagram,that's . jokoi d ujudkan impiaya 3 .,3/30/2025 5:44,Positif
Instagram,"bisa gak sih kacaunya buat pendukung 02 aja !! gausah "" yg lain😢",4/12/2025 22:55,Netral
Instagram,indonesia udah stnya masuk era revolusi part,4/28/2025 16:36,Netral
Instagram,menurut akdah bener kip cabut aja biar adil semua ga dapet dr papep kebanyakan yang kaya yg bukan salah presiden sepenuhnya tapi juga salah yang kaymbil hak orang miskin blm tentu jugnis yang jadi presiden langsung bener sejauh memimpin cuma jadi,4/3/2025 5:18,Netral
Instagram,kan emg udah di spi dari pas,3/16/2025 2:00,Netral
Instagram,pake jokni bro👏,3/25/2025 8:41,Positif
Instagram,kucing ..,4/23/2025 23:41,Netral
Instagram,untung integritas g terjaga dengan tidak memilih angka genap👏,2/23/2025 16:17,Negatif
Instagram,terbakar abangku 🔥,4/16/2025 11:46,Netral
Instagram,mental pemberontak itu pemimpiy pasti dia .,4/23/2025 4:44,Netral
Instagram,silent majority makin silent 😂,3/22/2025 21:44,Netral
Instagram,ternyata golput gue ga ngaruh2,3/21/2025 18:11,Netral
Instagram,negara probation,3/22/2025 15:14,Negatif
Instagram,aduh 2 pusing kepala bos ku lanjutkan pak 👏😭,3/1/2025 17:57,Negatif
Instagram,untun golput pilpres,4/18/2025 2:31,Netral
Instagram,pilihan siapa ni,3/24/2025 0:52,Netral
Instagram,jendral di,3/22/2025 2:21,Netral
Instagram,cuma bisa,4/25/2025 20:16,Netral
Instagram,baru pada sadar kah klo dia cuma jadi ..,4/23/2025 17:13,Netral
Instagram,indinisi gilip hilih kintil ke kampus aja pake bensin,3/27/2025 14:22,Netral
Instagram,"""hidup """,3/24/2025 12:52,Netral
Instagram,g kata 🤣🤣🤣🤣🤣😂😂😂,4/5/2025 13:37,Netral
Instagram,petruk bukan sembarang petruk 😂,4/15/2025 14:37,Netral
Instagram,semoga rakyat kuat dengan cobn gelap ....,3/21/2025 13:18,Netral
Instagram,panjang umur akal sehat 🌻,3/9/2025 22:56,Netral
Instagram,sirik,3/24/2025 20:48,Netral
Instagram,lagian ko yg pilih ga paham si pas liat visi misi aja udah aneh mau lanjutin kebijakan jk🤣,3/21/2025 4:35,Netral
Instagram,dua2nya melayani big bo yg,3/1/2025 18:04,Netral
Instagram,sekelas dia tunduk ama atau emaberkelas?😭,4/30/2025 8:42,Negatif
Instagram,akun smurf,4/25/2025 19:22,Netral
Instagram,apakabar para pendukung ya suka ? bilang hidup loh 😂,3/29/2025 20:18,Netral
Instagram,58% oke .,4/23/2025 16:47,Positif
Instagram,sedih ga sih liat indo makin carut marut begini 😢,4/2/2025 0:42,Negatif
Instagram,m yang pilih siapa oi m golput untuk sekarang kemarin kana figur gda yang bener kerasa real dan keliatan,2/22/2025 14:11,Netral
Instagram,kukira ternyata,3/24/2025 11:00,Netral
Instagram,percaybis praboo yg jdi presiden pasti di teruskan sama gibran yg calon jadi presiden abis gibran keluarga yg lain calon liat,2/23/2025 8:53,Netral
Instagram,😆😆😆😆😆,4/30/2025 17:31,Netral
Instagram,bagus,4/12/2025 22:05,Positif
Instagram,yang nyatanya yg ngomong ....arg belibet mau ngetik aja 🤣😭,4/21/2025 9:03,Netral
Instagram,dikasih perubahan tp lebih milih lanjutkan,3/24/2025 19:58,Positif
Instagram,kukira presiden pemimpin tertini di sebuah tapi ternyata hidup jokoi hidup jokoi 😂😂🤣🤣🤣🤣,4/16/2025 9:09,Positif
Instagram,second aount ga tu🤣🤣🤣,2/22/2025 19:57,Negatif
Instagram,maunya jadi ... netijen pls atch-out!,4/17/2025 23:21,Netral
Instagram,padahal yg dimaksud efesiensi anaran adalah pemotongaran yg di perkirakan tidak terlalu membutuhkan dana yg besar tapi kenapa semua nganep ny uang penkan semuanya di potong padahal kip kuliah bantuan penkan juga masih aj heran juga kadang liatnya,3/15/2025 6:18,Netral
Instagram,yang milih kemaren siapa?,3/5/2025 18:40,Netral
Instagram,baa pensan ini ke,3/14/2025 8:33,Netral
Instagram,ah🤣🤣🤣,3/11/2025 12:06,Netral
Instagram,k ternyat masih presiden 😂,4/17/2025 8:21,Netral
Instagram,pendukungnya ga tau atau emana sampe sih? kok iya dari aal ga curiga padahal seterang benderang itu clue nya😂,4/25/2025 11:31,Positif
Instagram,pokonya hidup ndas,2/25/2025 2:17,Positif
Instagram,58% bagaimana komentarnya?,4/4/2025 9:39,Netral
Instagram,pak boneka sama kayak boneka megacha😂,3/7/2025 5:43,Netral
Instagram,bener bgt😭,3/5/2025 2:37,Negatif
Instagram,yan heran pendukungnya dulu skrg pada kmn? apakah mereka menyesal? atau mereka tetap buta?,3/24/2025 8:46,Netral
Instagram,ribet,3/6/2025 5:31,Netral
Instagram,ah coba literasi di tigkatin 🙏 no tapi cobalah untuk lebih jernih,3/25/2025 22:58,Positif
Instagram,kasian banget jadi kaum sakit setiap buka sosmean liav selalu sakit hati dan kepanasan 🤣,4/30/2025 15:39,Negatif
Instagram,lebih tepat pake stunt man sih😂😂😂,4/16/2025 4:34,Netral
Instagram,@ pke akun ciki pak,4/27/2025 19:16,Netral
Instagram,kaum 58 pas ga prcya klo pa msh d tempelin .. haduh 🤦🏻‍♀️,2/22/2025 12:37,Netral
Instagram,negara sakit yang milih juga saki😂😂😂😭😭😭,3/18/2025 19:59,Netral
Instagram,bener,4/2/2025 8:27,Netral
Instagram,karena sekarang menang push rank dijokn player,3/30/2025 6:26,Positif
Instagram,siape sih yg milih?,4/14/2025 3:27,Netral
Instagram,habis gelap terbitlah,3/5/2025 19:03,Negatif
Instagram,endonesah,3/24/2025 12:37,Netral
Instagram,kan dari kampanye juga udah dikasih tau % mana nyaho 😢,4/7/2025 20:11,Netral
Instagram,that second aount 🤣🤣🤣🤣,3/1/2025 22:09,Netral
Instagram,ha gokel 👏🔥,4/12/2025 2:01,Positif
Instagram,buer oh buer segitunya ngancuriegara lu . minimal cari lah rezeki yang h bukan dengan cara pembodohan rakyat . sekarang udah kayak rakyat sendiri yang kena . ga kebayang nanti skenarionypalagi biaaa ini tetap .,4/12/2025 12:18,Netral
Instagram,malu gua mah @,3/2/2025 15:50,Negatif
Instagram,kabarin kalo negara ini mau bangkrut biar g,3/24/2025 6:21,Negatif
Instagram,from yntkts to,4/13/2025 4:28,Netral
Instagram,jokoi dulu bonekanya sekarang praboo jd bonekanya jokoi 😂,3/5/2025 21:19,Positif
Instagram,aalamu’alaikum 58%,2/20/2025 7:04,Netral
Instagram,amjay second a 🤣🤣,4/20/2025 11:26,Netral
Instagram,tapi pendukung second aount nya marah loh kalo disamain sama first aount,3/2/2025 17:37,Netral
Instagram,second aount😭,3/3/2025 13:38,Negatif
Instagram,🤣🤣🤣🤣🤣,3/30/2025 3:04,Netral
Instagram,duh bener semua lagi😢😭,4/30/2025 9:45,Negatif
Instagram,oligarki tru berlanjut 🔥,4/14/2025 1:16,Negatif
Instagram,dan ada loh 58 yang bener² udah tau dan sadar kalo dukungaya tapi masih ngebela 😭,4/2/2025 14:52,Netral
Instagram,namanya juga bobrok 😭,4/18/2025 12:13,Positif
Instagram,masih uh di pilih sama arga 58% 😂,4/11/2025 12:19,Negatif
Instagram,token listrik dapet subsidi gaemaren?,2/25/2025 16:39,Positif
Instagram,kan dari aal juga berkelanjutan jadi y,4/20/2025 21:54,Netral
Instagram,namanya juga banyak bngt ujiaya☺️☺️,4/17/2025 15:01,Netral
Instagram,yang milih dengan sadar kan tau di aal bilang mereka mah mengusung . dikasih pilihan perubahada pada yoes 🥰🌷😚,4/12/2025 6:15,Netral
Instagram,saking lucunya temenku pnypong 58% ikutan bkin stori kek gini😮😂,3/25/2025 8:53,Netral
Instagram,😂😂😂😂 iy,4/27/2025 19:11,Netral
Instagram,10 tahun bukan dijadn pembelajaran eh malah nambah 5 tahun😂😂😂,4/25/2025 4:04,Netral
Instagram,makan siang penkan ditelantarkaegara tak lama lagi menuju,3/24/2025 20:40,Negatif
Instagram,lari min lari🥶,4/7/2025 14:09,Netral
Instagram,satu² nya yg diunulkan cuma token listrik .. .. ya gak broh arga 58% ??,4/30/2025 7:00,Netral
Instagram,maren aje pda lu dukung,4/20/2025 9:18,Positif
Instagram,menuju indonesia emas 🔥,4/7/2025 19:17,Netral
Instagram,kuasa jaa,4/5/2025 10:33,Netral
Instagram,nah kan !🔥,4/7/2025 23:03,Netral
Instagram,cuma ganti,4/28/2025 17:03,Negatif
Instagram,terus maunya yg jadi presiden siapa😂 heran gua masih aja pada sakit hati 😂,4/27/2025 6:27,Netral
Instagram,iy 58% nyadar gak ya?😢😢😢,4/5/2025 14:05,Netral
Instagram,kok bisa sih kek ginian leat d😂😂😂 udah realitanya beneran lagi😂😂😂pake lu leat segala😂😂😂,3/10/2025 5:33,Positif
Instagram,koncet kau @,4/6/2025 12:43,Netral
Instagram,dulu 2x tapi pas ke 3 ini gak milih lagi karna udh tercium 3 periode nya,4/20/2025 22:03,Netral
Instagram,selagi masih sekoleah pasti gak beda jauh,4/13/2025 19:18,Negatif
Instagram,jk itu madara uchiha 😂,4/8/2025 9:36,Netral
Instagram,rakyat indonesia udah ngalamin banyaecen setelah rapa mega pemerintah cukup,2/27/2025 5:59,Netral
Instagram,mentang2 second aount malah snaknya dan . 🤣,4/9/2025 4:13,Netral
Instagram,aku ada baca berita dari platform sebelah yaasih opini . katanya ini semua dilakuin buat memperkuat ekonomi . klo misalnya ekonomndonesia stabil dan jadi akses penkan itu jauh lebih mudah dan ini semua bisa terujud klo misalkan ekonomi dndonesia ini udah tumbuh baiurang lebih gini sih yg aku tangkep (mf klo keliru). aku mau tau dari sudut pandang kalian terima,3/24/2025 10:50,Netral
Instagram,ng bgt second aount yah 😭😭😭,4/30/2025 4:37,Netral
Instagram,dari aal kampanye bahkan udah kelihatan,4/3/2025 18:56,Netral
Instagram,potensi 4,3/24/2025 1:54,Netral
Instagram,gak bahaya ta?🤣,3/13/2025 20:03,Netral
Instagram,mari terus .. 🔥🔥🔥👏,3/27/2025 16:14,Netral
Instagram,syukurlah saya masih dibarisan pilih pak anies dmasa pilpres ..karna saya dh tau skenarionya kedepan yg dibuat kluarga,3/1/2025 17:08,Netral
Instagram,semuanya kacau 😭,3/5/2025 3:05,Netral
Instagram,tapi masih banyak lo yg .. alau perekonomiaya cinta .. 😭😭,4/9/2025 13:02,Netral
Instagram,baca dulu deh efisiensi anaran itu . baru 😂,3/10/2025 8:54,Netral
Instagram,dari aal kan sudah,4/25/2025 13:20,Netral
Instagram,hh😢 gebrakaydja lagi😭,4/18/2025 17:28,Netral
Instagram,dasar anak,3/5/2025 12:50,Netral
Instagram,lah dr aal udah pada tau kalo ini 3 ketinalan atau kecea?,3/14/2025 23:40,Netral
Instagram,kan dari aal kampanye udah mereka konsep,3/2/2025 22:13,Netral
Instagram,ya pesan dari saya cuman ...kualitas penkan kitkan mtukan pilihan kita😂😂😂,2/25/2025 4:21,Netral
Instagram,minimal pake trier arning fotonya 😢,4/21/2025 17:55,Netral
Instagram,ha! makin hari makin kacau,3/6/2025 0:21,Negatif
Instagram,yang memimpdonesia kalau masih manusia tetap ada opo opo yang bagaimana,4/30/2025 17:45,Netral
Instagram,kiano liat,4/23/2025 15:08,Netral
Instagram,asem 👏😂,4/13/2025 1:41,Netral
Instagram,share 🔥🔥🔥🔥,4/4/2025 23:09,Netral
Instagram,heraya 58% betah dengan keadegara kaya,2/26/2025 8:45,Netral
Instagram,16% masih sakit kah?..😂,3/1/2025 5:49,Netral
Instagram,yah bener gs indonesia😢,4/4/2025 12:38,Netral
Instagram,dulu banyak yang pilih karena dipikirnya bukan presiden ternyata samja 🤧🤧🤧,4/13/2025 4:20,Netral
Instagram,aduh lucu lgi sec a 🤣,4/12/2025 9:57,Netral
Instagram,pict 3 k dibuatin,4/16/2025 15:43,Netral
Instagram,gue bersyukur bgt kemaren ga milih . alaupun sebelumnya gue di pihak . alhamduliah aah kasih akal gue masih,4/18/2025 10:22,Netral
Instagram,kan g udah,4/29/2025 19:12,Netral
Instagram,capek menasehati kaum 58%,4/12/2025 17:35,Negatif
Instagram,selamas pilihan teman2,3/15/2025 12:45,Netral
Instagram,efisiensi nyusahin bikin pegaai kontrak bumn pada di cut-,4/25/2025 10:50,Netral
Instagram,mau liat mana yg dulu mengagungkan 02? saya kinta,4/12/2025 8:44,Netral
Instagram,yg satu ngebet pengen yg satunya lagi ngebet gitu gk sih konsepnya 🙄,4/7/2025 18:16,Netral
Instagram,aduh pengen reposapi takud 😭,2/20/2025 17:48,Negatif
Instagram,3 ketiga pakai .,4/18/2025 9:16,Negatif
Instagram,lol 😭,3/26/2025 2:50,Netral
Instagram,temen ku gaikut milih kena dampak juga 🤣,2/23/2025 3:29,Negatif
Instagram,selama ini taira yg ruet ternyata endasnya sama ...😂,4/14/2025 2:38,Netral
Instagram,tuh okeh gas okeh gas aja kmrin 😅,3/26/2025 9:41,Positif
Instagram,cek story langsung po kaosnya🔥,2/22/2025 23:37,Netral
Instagram,masa gak paham dari aal banteng tolak jokoi 3,3/18/2025 5:34,Positif
Instagram,baru kalni merasa pataati sama emang sih aku bukan aku bayar pajak dipotong baznas ...ya mbok jangam nyusajin rakyat 😭,4/2/2025 1:41,Positif
Instagram,penyakit hati penyakit hati astaghfiruah😢,4/20/2025 4:49,Netral
Instagram,efisiensi = kurangi gaji perbanyak mercy dan,4/5/2025 17:50,Netral
Instagram,second aount 🙂,3/29/2025 6:30,Netral
Instagram,disuruh berubah pd pgn yg ikut protes jg kan?🫠🫠,3/2/2025 9:28,Netral
Instagram,ok gas 🤣 ...,2/25/2025 14:53,Positif
Instagram,yg milih dia na usah nikmatin ... oke oke gas🤪,4/18/2025 10:28,Positif
Instagram,misi dia jadi presiden udah mau program yang dia janjikan yang penting mah jalan 🤣,3/17/2025 5:41,Netral
Instagram,kemaren aja gua ogah mau berapa kalipun p golput selagi r hukuman mati dan sitset belum disahkan jangan harap elu dan semua masyarakat pada,2/26/2025 13:52,Netral
Instagram,aas 98 jilid .. pak?😮,4/23/2025 8:55,Netral
Instagram,dikasih pemimpgin merubah lebih baik lagi malah pilih mak oke gas labrak gas d miris 2029 harus,4/8/2025 1:40,Positif
Instagram,buat yaehujat kaum 58 .. percaya lah kita membutuhkan mereka buat,3/16/2025 21:08,Netral
Instagram,anak abah aja udah dari dulu,4/3/2025 5:46,Netral
Instagram,ambisngin macane dadi,3/26/2025 6:11,Netral
Instagram,ingat kata ; 'karena kita tidak punya uang' 😂😂😂😂,4/18/2025 8:41,Netral
Instagram,hancur indonesia sedang jgn diam,3/9/2025 13:57,Negatif
Instagram,mulyono season,3/22/2025 0:13,Netral
Instagram,ini akun partai opo pedeipe ya???,4/12/2025 3:25,Netral
Instagram,pas masih pemilu ga pada sadar kalo doi kepilih bakal 3 periode? 😂,4/7/2025 1:38,Negatif
Instagram,ndasmu 😂,3/11/2025 4:03,Netral
Instagram,semanga anak abah dlncarkan su rezekiny d mudahkan sgla urusany 😍,4/21/2025 8:05,Netral
Instagram,ganti script 😂,4/26/2025 21:35,Negatif
Instagram,gausah ..... hayo siapa yg dulu milih dia .....,4/30/2025 18:34,Netral
Instagram,sama ..ane anti mulyono ..eh pake segala gabung ke kolam ni bapa tua anti jendral,3/9/2025 20:49,Netral
Instagram,loh yang di sini 5 periode 🤭,3/24/2025 10:01,Netral
Instagram,ngaku ut sama ...,3/7/2025 7:00,Negatif
Instagram,indonesia semakin suram 🙈,4/21/2025 20:42,Negatif
Instagram,"gatau alaupun kena imbasnya snaknya ga berperan dalam """"",2/23/2025 2:20,Netral
Instagram,e mahasisa yang yang di demo apa ya?? dtara? atau yang laiya?.. harus nya demo kapan diketok pal r perampasan aset ... kapan di ketok . r kemungkinan kecil akan terjadinya korupsi 🥹,4/29/2025 17:55,Positif
Instagram,ap ini @,4/30/2025 23:24,Netral
Instagram,tau ah,2/26/2025 17:36,Netral
Instagram,setuju bgt krn pemimpin skrng adlh bonekanya 😂😂😂 krn kartu as nya di pegang ..... sudahlah 😂😂. klo kata presiden >> yg penting jd presidtah rakyat konoha komentar apa sama halnya dengan akilnya #dalamhatingmngnya 👏👏👏🔥🔥🔥😂😂,4/25/2025 16:06,Netral
Instagram,😂😂😂👏🔥,3/24/2025 14:47,Netral
Instagram,badutnya,4/6/2025 2:22,Netral
Instagram,lanjut ke akun ke 3 apa ndak ini ?,3/12/2025 6:33,Netral
Instagram,katanya sih menuju indonesia emas g malah cemas ini gimana min 😂,3/9/2025 9:39,Netral
Instagram,siun presideya indonesia masih akan tetap . coba deh pada mikir dari rezim orde baru emang ada presiden yang bisa bahagiain rakyat? klo menurut g kayaknya kagak . cobnak 80an yang seangkat g ada yg bisa jaab?,3/27/2025 7:17,Netral
Instagram,anak abah anak,4/18/2025 15:49,Netral
Instagram,tanganbesi tak berpindah!!!🚨,4/30/2025 19:37,Negatif
Instagram,dndonesia sebenarnya indah nyaman tp beritanya tentang hujat menghujaerus jd g bahagia rakyat,3/7/2025 15:58,Netral
Instagram,puasa jgn gibah mulu lah,3/20/2025 0:20,Netral
Instagram,"salah nya rakyat mengapa salah pilih sdh salah pilih presiden , berharap ada perubahan keadilan sosial bagi seluruh",3/7/2025 7:22,Netral
Instagram,ig pak boo gelap y?🔥,3/18/2025 11:03,Netral
Instagram,r3zim,3/24/2025 12:13,Netral
Instagram,tetap berdiri di atas negara yg udah .,2/27/2025 17:59,Netral
Instagram,kamuflase 😭,3/13/2025 4:41,Negatif
Instagram,baru 3 aroma 4 periode sudah tercium,4/23/2025 23:46,Netral
Instagram,🤮🤮🤮🤮🤮🤮,4/20/2025 16:18,Netral
Instagram,🔥🔥🔥🔥menuju indonesia,3/17/2025 2:35,Netral
Instagram,lebieran dgn yg milih .. seakan semua baik2,2/25/2025 11:22,Netral
Instagram,ada link ggle drive nya ga min? manduh gambarnya buat kaos,3/20/2025 15:06,Netral
Instagram,😂😂😂😂😂 bener,3/24/2025 8:36,Netral
Instagram,padat dan,3/15/2025 15:46,Netral
Instagram,yes🔥🔥🔥🔥,4/28/2025 22:58,Netral
Instagram,jangan gitu ini memicu pemujanya utk menongol dan membela ...😂😂😂😂,4/6/2025 17:04,Netral
Instagram,"ya bang mf malah sekarang para perugi rakyat ketahuan "" oke",2/27/2025 15:56,Positif
Instagram,sudah parah 😢 mau memperkaya keluargtau pendukung buat negara sendiri jangan di negara karena mengorbankan rakyat😢,4/25/2025 2:31,Netral
Instagram,alah 😂,4/18/2025 19:54,Netral
Instagram,suarakan teruuakyat 🔥🔥🔥,3/29/2025 1:24,Netral
Instagram,2024 ganti pleciden padahal mah cmn ganti casingnya doang😂😂😂,4/30/2025 13:17,Netral
Instagram,hanya ganti,3/26/2025 4:47,Netral
Instagram,karna 58% yg pas masa kampanye ngnya mintmpun padahal mereka korban buer😂,4/8/2025 8:14,Netral
Instagram,salah 1 komika bilang: dia cuman pngen menang . tanung jaab sbagai seorang presiden yg berakal sehat mah dia,3/22/2025 11:16,Netral
